Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
1.0,0.0,48.0,0.0,0.0,25.9292,0.0,1.0
3.0,0.0,34.4,8.0,2.0,69.55,0.0,0.0
2.0,1.0,24.0,0.0,0.0,13.0,0.0,0.0
2.0,0.0,42.0,0.0,0.0,13.0,0.0,1.0
2.0,0.0,27.0,1.0,0.0,13.8583,1.0,1.0
1.0,1.0,31.0,0.0,0.0,50.4958,0.0,0.0
3.0,1.0,24.3,0.0,0.0,9.5,0.0,0.0
3.0,1.0,4.0,1.0,1.0,11.1333,0.0,1.0
3.0,1.0,26.0,0.0,0.0,7.8958,0.0,0.0
1.0,0.0,47.0,1.0,1.0,52.5542,0.0,1.0
1.0,1.0,33.0,0.0,0.0,5.0,0.0,0.0
3.0,1.0,47.0,0.0,0.0,9.0,0.0,0.0
2.0,0.0,28.0,1.0,0.0,24.0,1.0,1.0
3.0,0.0,15.0,0.0,0.0,7.225,1.0,1.0
3.0,1.0,20.0,0.0,0.0,9.8458,0.0,0.0
3.0,1.0,19.0,0.0,0.0,7.8958,0.0,0.0
3.0,1.0,27.1,0.0,0.0,7.8958,0.0,0.0
1.0,0.0,56.0,0.0,1.0,83.1583,1.0,1.0
2.0,0.0,25.0,0.0,1.0,26.0,0.0,1.0
3.0,1.0,33.0,0.0,0.0,7.8958,0.0,0.0
3.0,0.0,22.0,0.0,0.0,10.5167,0.0,0.0
2.0,1.0,28.0,0.0,0.0,10.5,0.0,0.0
3.0,1.0,25.0,0.0,0.0,7.05,0.0,0.0
3.0,0.0,39.0,0.0,5.0,29.125,2.0,0.0
2.0,1.0,27.0,0.0,0.0,13.0,0.0,0.0
1.0,0.0,19.0,0.0,0.0,30.0,0.0,1.0
3.0,0.0,25.3,1.0,2.0,23.45,0.0,0.0
1.0,1.0,26.0,0.0,0.0,30.0,1.0,1.0
3.0,1.0,32.0,0.0,0.0,7.75,2.0,0.0
3.0,0.6906834900068375,26.690683490006837,0.0,0.0,7.268850684493504,0.0,1.0
1.0,0.0,38.0,0.9949438090150478,0.0,71.32737329995852,0.9974719045075239,1.0
1.0,0.0,32.298190263754634,0.0,0.0,86.5,0.0,1.0
1.0,1.0,43.06659610980043,0.0,0.0,29.94129672007603,0.6983790999049646,1.0
1.0,1.0,48.254568219220616,1.0,0.0,53.25481766618225,0.2545682192206138,1.0
2.0,0.0,28.0,0.0,0.0,12.690240768871744,0.0,1.0
3.0,0.8661890563868463,17.91645855285451,1.0,0.8661890563868463,15.139875257035827,1.0,1.0
1.0,0.6681411116130859,38.33185888838691,1.0,0.33185888838691413,87.72952104332325,0.33185888838691413,1.0
3.0,0.0,19.65,0.0,0.0,7.740135668212749,2.0,1.0
3.0,0.0,19.65,0.0,0.0,7.75,2.0,1.0
1.0,0.5172968491737109,45.6556716425634,1.0345936983474218,0.0,134.06029767820235,0.4827031508262891,1.0
1.0,0.0,37.73728715497039,1.0,0.0,52.39976375105409,0.0,1.0
1.0,0.21987857570039804,26.60242848599204,1.0,0.4397571514007961,114.75368342158518,0.780121424299602,1.0
3.0,0.2674881727884937,0.8168720431971235,1.7325118272115063,1.2674881727884937,19.61050167711061,0.7325118272115063,1.0
3.0,0.8520016941562244,17.868689704224007,1.0,0.8520016941562244,15.128644541094067,1.0,1.0
3.0,0.8343070573475739,3.331385885304852,4.0,2.0,31.3875,0.0,1.0
2.33163262190624,0.0,16.00510213428128,0.3316326219062402,0.0,11.748522982808497,1.0,1.0
1.0,0.9328236046083506,1.7986672517227746,1.0,2.0,149.43058472539346,0.0,1.0
3.0,0.0,4.0,0.9393274406782907,1.0,16.50079378597903,0.06067255932170934,1.0
1.0,1.0,48.58053580234611,1.0,0.0,54.86157707692445,0.5805358023461108,1.0
1.0,0.5857449533197098,33.92872476659855,1.0,1.1714899066394195,117.21413481107506,0.41425504668029023,1.0
1.0,0.0,19.0,0.0,0.09567607820160884,29.822200360074042,0.0,1.0
2.0,0.9330202294210573,7.8660404588421144,0.9330202294210573,1.0,36.498825860328964,0.0,1.0
3.0,0.0,19.65,0.0,0.0,7.740726687400215,2.0,1.0
3.0,1.0,32.9530502986136,0.0,0.0,56.4958,0.0,1.0
1.3097871026914034,0.6902128973085967,28.309787102691402,0.3097871026914033,0.0,26.37961709351973,0.0,1.0
2.1921135970814793,0.19211359708147946,18.070505690128904,0.19211359708147946,1.8078864029185207,13.431448716325587,0.19211359708147946,1.0
2.362856280677373,1.0,42.72571256135475,0.0,0.0,11.158504375562332,0.0,1.0
2.3398564471955012,0.3300717764022493,38.6601435528045,0.6699282235977507,3.3496411179887535,31.25959718664413,0.3300717764022493,1.0
3.0,0.41809322320616626,4.581906776793834,0.41809322320616626,0.41809322320616626,11.914044322424287,0.0,1.0
1.0,1.0,37.2990985987276,0.0,0.0,26.44027588057331,0.0,1.0
1.0,0.0,33.482645642405515,0.5584193339828049,0.0,141.71309049873778,1.0,1.0
2.0,0.03450682389738691,7.827465880513065,0.03450682389738691,1.965493176102613,26.241373294025653,0.0,1.0
1.0,0.6746554314522673,36.373277157261334,1.0,0.0,90.0,0.6506891370954655,1.0
1.450764409336819,0.5492355906631811,28.0,0.45076440933681894,0.0,25.400550756191112,0.45076440933681894,1.0
2.0,1.0,1.0238590905647869,0.1656915303972537,1.8343084696027463,28.502925408808238,0.0,1.0
3.0,0.673701637601811,21.0,0.0,0.0,7.748225698762344,0.0,1.0
1.1510484360401527,0.8489515639598473,34.848951563959844,0.0,0.15104843604015272,25.790928266517998,0.0,1.0
2.0,0.0,3.5815536683793567,1.5815536683793567,1.4184463316206433,40.07925677851596,0.41844633162064326,1.0
1.7637092271561996,0.2362907728438004,24.4725815456876,1.5274184543123992,0.7637092271561996,27.7088723185314,0.2362907728438004,1.0
1.0,0.0,33.52515025828554,1.0,0.0,137.20161540443678,0.2759436402117009,1.0
2.4431582978805833,0.44315829788058325,44.556841702119414,0.0,0.0,11.029392489315748,0.0,1.0
1.0,0.0,21.88023479672881,0.0,1.0,55.05946741559759,0.019960867211864963,1.0
3.0,1.0,32.0,0.0,0.0,56.4958,0.0,1.0
1.0,0.0,34.24061566815836,0.8481231336316724,0.0,89.46843096771086,0.0,1.0
1.0,1.0,44.14550976131441,0.0,0.0,26.475232104115012,0.0,1.0
3.0,0.0,19.048493086037862,0.7575345698106893,0.0,7.701640751324885,0.24246543018931066,1.0
3.0,0.0,22.45,1.0,0.0,15.5,2.0,1.0
3.0,0.0,19.003771424530747,0.9811428773462705,0.0,7.842335098426273,0.01885712265372952,1.0
2.0,0.0,28.04360223965939,0.0,0.0,12.9858292721107,0.0436022396593887,1.0
1.0,0.034103753311135354,33.17051876655567,0.034103753311135354,0.0,86.61936313658897,0.0,1.0
2.3326493105716644,0.0,27.401231240971004,1.0,0.0,24.04989739658575,1.3326493105716644,1.0
2.0,0.5120472649939556,42.0,0.0,0.0,13.0,0.0,1.0
3.0,1.0,33.179187795167216,0.0,0.0,56.4958,0.0,1.0
2.291684138562122,0.0,27.708315861437878,0.0,0.29168413856212183,12.59895527575163,0.0,1.0
1.0369277823592624,0.9630722176407376,25.926144435281476,0.07385556471852484,0.03692778235926242,29.88921665292221,0.9630722176407376,1.0
2.0,0.9904103056000223,18.980820611200045,0.0,0.0,10.514384541599966,0.0095896943999777,1.0
2.443606243078443,0.4436062430784431,11.225575027686228,0.0,1.443606243078443,19.954696399155402,0.0,1.0
2.013026895309671,0.0,50.169349639025725,0.0,0.0,10.488112958029925,0.0,1.0
2.76776592890976,0.0,37.1611703554512,0.7677659289097601,0.23223407109023986,17.887691549289503,0.0,1.0
3.0,0.18156248254445517,25.818437517455546,0.18156248254445517,0.0,7.897765627618331,0.0,1.0
1.8669757293571447,0.13302427064285527,44.60092718807143,0.8669757293571447,0.8669757293571447,26.254988410149107,0.0,1.0
1.0,0.03670119219393975,30.07340238438788,0.0,0.0,30.98164940390303,1.0,1.0
1.8080539426499733,0.0,19.0,0.0,0.3838921147000536,26.054378318047263,0.0,1.0
1.0,0.8893975915108224,4.3013368323311365,1.0,1.7787951830216449,150.99375836722623,0.11060240848917757,1.0
2.0,0.0,7.363968247178896,0.0,2.0,26.25,0.0,1.0
3.0,0.0,23.9040421547499,1.0,0.0,15.828332099459654,0.12381657451625849,1.0
2.553553734912291,0.446446265087709,36.535735518105255,0.553553734912291,0.0,15.82069633725223,0.446446265087709,1.0
1.0,0.0,52.0,1.0,0.3184175991971018,83.11725081384921,0.6815824008028982,1.0
2.6719858248348722,0.6719858248348722,3.9840425254953833,2.687943299339489,1.6719858248348722,31.916422857453767,0.0,1.0
3.0,0.0,19.30305595442318,0.0,0.0,7.348470091252429,1.229013232051514,1.0
1.0,0.0,37.31750776641042,0.45125055474360154,1.5487494452563983,164.8667,0.0,1.0
1.0,0.0,19.713231883515984,0.9351607378621833,0.0,91.23616288578323,0.9351607378621833,1.0
1.0,0.0,25.669306745393335,0.7383032602555556,0.0,112.64909990755322,1.0,1.0
1.0,1.0,37.884232026919086,0.0,0.0,33.88513814511034,0.35885818997548025,1.0
3.0,0.0,26.92209339359426,1.8023259928825102,0.0,23.42790660640574,2.0,1.0
2.0,0.0,28.636197174348364,1.0,0.0,26.0,0.0,1.0
1.0,0.0,38.011157141902636,0.9973435376422288,0.0,71.30433041554777,1.0,1.0
2.4677961722984167,0.0,34.467796172298414,0.46779617229841686,1.0,21.713560526179354,0.0,1.0
1.6719774873568398,0.3359887436784199,31.14236172850663,0.0,0.0,56.78358247848978,0.6640112563215801,1.0
1.0,1.0,27.760510194490394,0.0,0.0,34.30255097245197,0.0,1.0
3.0,0.14716043975601711,22.08945692259776,1.0,0.14716043975601711,15.53556867828903,1.8528395602439829,1.0
1.0,0.0,35.0,1.0,0.0,52.50133547447029,0.0,1.0
2.0,0.5520126835692643,1.8959746328614715,1.5520126835692643,1.4479873164307357,40.15544888653815,0.44798731643073575,1.0
1.5404089920734692,0.0,14.919182015853062,0.5404089920734692,0.45959100792653085,34.35841643114819,0.5404089920734692,1.0
2.0,0.0,17.481276802066017,0.0,0.9625536041320333,12.481276802066017,0.5187231979339834,1.0
3.0,1.0,32.0,0.0,0.0,8.013957886670958,0.0,1.0
1.0,0.7519913193945044,6.148022987163848,0.7519913193945044,1.5039826387890087,151.55,0.0,1.0
2.570967938110691,0.0,19.913548700977106,0.0,1.1419358762213818,23.920706059782297,0.5709679381106909,1.0
3.0,0.0,21.49673835103143,0.0,0.0,7.699673835103143,0.0,1.0
3.0,1.0,24.060192002607987,0.060192002607988515,0.0,7.179819595251639,0.0,1.0
2.971319262873133,1.0,1.0573614742537345,1.0,1.9713192628731329,20.522657654743465,0.0,1.0
2.0,0.0,22.97418886871521,1.4870944343576054,1.0,28.02581113128479,0.0,1.0
2.0,0.0,51.2582165105717,0.0,0.0,11.884038161628869,0.0,1.0
2.0,0.0,40.0,0.0,0.0,15.060541277181676,0.0,1.0
3.0,0.0,24.272562855417604,0.9085428513920057,0.27437144582398254,16.38884911244863,0.09145714860799425,1.0
1.0,0.0,33.678664574587685,1.0,0.0,136.49796438511282,0.22127329964825937,1.0
1.7118057807724076,0.0,52.270834684634444,0.7118057807724076,2.135417342317223,23.844178506961462,0.0,1.0
1.0,0.0,30.87217542162861,0.0,0.0,107.64013115070213,1.0,1.0
1.0,1.0,35.22604251981339,0.0,0.0,26.490663838548986,0.7739574801866104,1.0
2.257679412057622,0.0,39.85580146985595,0.2576794120576217,1.2883970602881085,32.584491948057085,0.0,1.0
3.0,0.2894207601065495,30.710579239893452,0.0,0.0,8.919669934779018,0.0,1.0
3.0,0.8438711140171873,22.0,0.0,0.0,7.306967665140976,1.1561288859828127,1.0
1.0,0.0,42.24457000275608,0.44891400055121555,0.44891400055121555,158.5820050450862,0.0,1.0
2.0,1.0,0.8377923508296079,1.0,1.0,18.75,0.0,1.0
3.0,1.0,32.849266852071416,0.0,0.0,56.4958,0.0,1.0
3.0,0.2880280699586284,31.288028069958628,0.0,0.0,8.5008918232952,0.0,1.0
2.6409743458508648,0.6409743458508648,39.359025654149136,0.0,0.0,9.747055194806862,0.0,1.0
2.0,0.0,35.34422853324208,1.0,1.0,33.956247577678916,0.0,1.0
2.0,0.0,22.077823103447336,1.0,1.9740589655175542,41.27882357352086,0.9740589655175541,1.0
1.0,0.0,22.92742013741901,2.970968054967604,1.9709680549676036,262.48504587498786,0.014515972516198183,1.0
1.0,0.6626698859708225,46.9640289737374,1.325339771941645,0.0,133.9367305969248,0.33733011402917745,1.0
3.0,0.0,19.65,0.0,0.0,7.839004345081672,2.0,1.0
3.0,0.7851063185416168,16.0,0.0,0.0,7.985531895562485,0.42978736291676634,1.0
1.0,0.0,34.621312587234954,1.0,0.0,52.20827807702077,0.0,1.0
2.0,0.0,34.81974515446159,0.0,0.0,13.0,0.0,1.0
3.0,1.0,24.42048794187576,0.42048794187576055,0.0,7.407995013589919,0.0,1.0
3.0,1.0,44.545206037155765,0.0,0.0,7.993150754644471,0.0,1.0
2.4853170600817727,0.7426585300408864,33.29706341201636,0.25734146995911356,0.0,55.62191983631284,0.0,1.0
3.0,0.0011045802290072793,1.0022091604580146,0.0011045802290072793,1.9988954197709927,15.741874855050252,0.9988954197709927,1.0
3.0,0.303696748437865,27.0,0.0,0.0,8.148976351972925,0.0,1.0
3.0,0.9047110287794786,12.285866913661565,0.9047110287794786,0.0,10.935584179954075,1.0952889712205214,1.0
3.0,0.0,22.45,1.0,0.0,15.5,2.0,1.0
1.0,0.0,56.77352274630619,0.0,0.8710795422823013,82.75113051839018,0.9742159084564602,1.0
2.005178719857021,0.4974106400714895,38.99482128014298,0.5025893599285105,2.5129467996425525,31.194753376972297,0.4974106400714895,1.0
2.12995254544924,0.0,32.56497627272462,0.3898576363477191,0.0,13.370364754530334,0.0,1.0
2.642565857060102,0.0,30.0,0.0,0.0,12.430320732132513,0.7148682858797966,1.0
2.8268453994211464,1.0,19.0,0.0,0.0,8.474228771418192,0.0,1.0
3.0,1.0,29.405911842858192,0.0,0.0,7.785517286250092,1.5940881571418068,1.0
1.087929855315555,0.9560350723422225,39.91207014468444,0.043964927657777486,0.21982463828888754,31.017036409467387,0.9560350723422225,1.0
1.665994785357221,0.0,46.66397914142888,0.665994785357221,1.665994785357221,62.655016189035976,0.334005214642779,1.0
2.9211840920938146,0.0,27.078815907906186,0.0,0.9211840920938146,12.516378351650747,0.0,1.0
3.0,0.11605726277185946,18.0,0.0,0.8839427372281405,9.199125558396583,0.0,1.0
1.1549921108495544,0.8450078891504454,26.69001577830089,0.15499211084955455,0.15499211084955455,30.422503944575222,0.0,1.0
3.0,0.4101384224564192,3.6405536898256767,0.0,1.0,12.364400954210579,0.0,1.0
3.0,1.0,43.1405738734852,0.0,0.0,7.925,0.0,1.0
3.0,0.0,1.2252270377084002,0.9249243207638665,1.0,11.304727805967786,0.07507567923613345,1.0
2.7958242548516536,1.0,19.0,0.0,0.0,8.55023057561345,0.0,1.0
1.0,0.0,20.941678606399314,0.8529160696800342,0.0,227.525,1.0,1.0
3.0,0.87672830663576,4.0,0.87672830663576,1.0,11.414778584627905,0.12327169336424004,1.0
2.0,0.0,14.621860804028433,0.0,1.0,20.635302562819902,0.0,1.0
3.0,1.0,29.093562834592326,0.0,0.0,7.758186748026828,1.9064371654076726,1.0
3.0,0.0,19.43325767742054,0.0,0.0,7.845872486352266,2.0,1.0
3.0,0.0,24.16627171275062,0.5542390425020665,0.8915219149958671,16.36745657449876,0.0,1.0
3.0,0.0,19.65,0.0,0.0,7.734218982370497,2.0,1.0
2.0,0.0,29.998352922090767,0.0,0.0,12.350247061686385,1.998352922090766,1.0
2.0,0.0,19.0,0.021583839459079712,0.0,26.0,0.0,1.0
3.0,0.0,34.08049146357719,1.0,1.0,20.31321621187907,0.0,1.0
3.0,0.9207720260370515,27.028694823433348,1.9207720260370515,0.0,23.321305176566653,2.0,1.0
2.0,0.0,26.75035443150755,1.3124113921231122,0.3124113921231123,26.312411392123114,0.0,1.0
1.0,1.0,46.62034676891263,0.0,0.0,26.55,0.0,1.0
2.2064424674584746,0.0,27.793557532541527,0.0,0.2064424674584744,12.8916177045843,0.0,1.0
1.0,0.45889666252450123,61.623310012426494,1.0,0.45889666252450123,78.52811198585667,0.45889666252450123,1.0
1.0,0.0,32.417509151516676,0.0,0.0,86.5,0.0,1.0
1.0,0.0,52.30923215203861,1.0,0.0,78.09288906522957,0.4364107173462033,1.0
1.0,0.0,16.684801265301896,0.684801265301895,0.315198734698105,57.30864260101638,0.315198734698105,1.0
1.0,0.3991749507514516,57.2016500984971,0.0,0.0,30.122615809225493,0.3991749507514516,1.0
1.0,0.0,32.27018298758327,0.8273773319469243,0.0,144.64137070157216,1.0,1.0
1.0,0.38604563686476967,22.38604563686477,0.6139543631352303,0.38604563686476967,65.34855585897547,0.38604563686476967,1.0
1.2766290562145568,0.7233709437854431,25.723370943785444,0.2766290562145569,0.2766290562145569,30.0,0.7233709437854431,1.0
3.0,1.0,31.3276376820199,0.0,0.0,7.925,0.0,1.0
1.0,0.0,51.55230566473549,1.0,0.34967061932350085,57.00622487423518,0.6503293806764991,1.0
1.0,0.0,23.5687898153057,0.9187443120991861,0.0,112.71839853787942,1.0,1.0
2.1521780732371147,1.0,3.0,1.0,1.0,18.316292491274222,0.0,1.0
1.0,0.9712405437797188,48.856202718898594,0.9712405437797188,0.0287594562202812,56.9593974290313,1.0,1.0
2.193659014378891,1.0,3.0,1.5809770431366745,1.1936590143788914,27.04333793996628,0.0,1.0
2.0,0.8298336912671637,1.3403326174656727,0.17016630873283634,2.0,37.782710862452724,1.0,1.0
1.0,0.0,18.318616494829584,0.0,0.0,82.53901469722283,0.0,1.0
2.0,0.0,33.73351516730071,0.0,1.2664848326992908,23.799454498097873,0.0,1.0
3.0,0.0,21.022172664972352,0.0,0.0,7.652771583121544,0.0,1.0
1.0,0.0,22.81170818585053,0.8075316725659788,0.1924683274340212,224.40941894966178,0.8075316725659788,1.0
3.0,0.0,19.65,0.0,0.0,7.84367709554507,2.0,1.0
2.0,0.0,48.383608414269574,0.0,0.0,11.469834951438255,0.0,1.0
2.0,0.0,33.59975974805474,1.0,1.4002402519452595,30.59885880326002,0.0,1.0
1.0,1.0,42.31581057996973,0.0,0.0,26.31513342574735,0.0,1.0
3.0,0.0,19.65,0.0,0.0,7.8452262647680095,2.0,1.0
2.0,0.0,40.040074933315346,0.0,0.04007493331534728,15.900280999932551,0.0,1.0
1.0,0.5539215584516157,35.0,0.0,0.0,512.3292,1.0,1.0
3.0,0.11397431031742111,26.302576879285677,1.1139743103174211,0.0,24.04742312071432,2.0,1.0
1.8457677933938932,0.1542322066061067,28.845767793393893,0.8457677933938933,0.0,26.08482771363336,0.0,1.0
2.2487143168913843,0.0,22.86320712570974,0.24871431689138435,0.0,14.216578667545551,1.2487143168913843,1.0
2.928923142881368,0.0,15.213230571355897,0.9289231428813678,0.14215371423726442,14.350840034378086,0.9289231428813678,1.0
1.0,0.7922470161358864,42.41550596772823,0.7922470161358864,0.20775298386411356,53.68125993746282,0.20775298386411356,1.0
2.0,0.8661370909145708,2.2677258181708586,1.0,1.0,25.59841127274371,0.0,1.0
2.0,0.7713064249968242,3.914774300012703,0.7713064249968242,1.2286935750031758,26.057173393750794,0.0,1.0
3.0,0.0,19.65,0.0,0.0,7.75,2.0,1.0
1.0,0.0,37.86410279470587,0.8041556542596323,0.8041556542596323,110.8833,1.0,1.0
2.0,0.5736655126785598,36.688398615214275,0.0,0.0,13.494786504685258,0.5736655126785598,1.0
1.9306957024464553,0.06930429755354484,42.0,0.9306957024464552,0.0,26.019924985546645,0.0,1.0
1.0,0.6581854592888913,42.551991989564435,0.0,0.0,29.220936298811242,0.3418145407111087,1.0
3.0,0.16426569932639168,20.835734300673607,0.16426569932639168,0.0,7.695173067314758,0.0,1.0
1.0,0.0,39.50790419217549,0.901580838435097,0.901580838435097,134.6115384358015,0.901580838435097,1.0
3.0,0.6370847272317244,27.0,0.0,0.0,7.842688653241661,0.0,1.0
3.0,0.37436223283935166,1.4085076721138243,0.0,1.0,10.875854892409372,0.37436223283935166,1.0
3.0,1.0,9.0,0.898577592814196,1.101422407185804,16.369078633234345,0.0,1.0
1.0,1.0,38.71137295023933,1.0,0.6577254099521344,52.5542,0.0,1.0
2.0,0.0,31.739183049650148,0.6304084751749255,1.3695915248250745,26.157602118793733,0.0,1.0
1.0,0.0,42.1078285949104,0.0,0.10782859491040253,225.77952461988787,0.8921714050895975,1.0
2.0,0.24984577805996444,36.29981493367196,0.0,0.0,13.215491983576719,0.24984577805996444,1.0
1.0385826092561277,1.0,31.046299131107354,0.9807086953719362,0.0,56.990273324206534,0.0,1.0
2.1147544114890997,0.0,55.032789703401896,0.8852455885109004,2.6557367655327013,21.46085645590245,0.0,1.0
3.0,0.033636926388177946,18.033636926388176,0.0,0.966363073611822,9.306271995695369,0.0,1.0
1.0,1.0,41.33724474007486,0.0,0.0,29.113052418476823,0.0,1.0
3.0,0.0,19.65,0.0,0.0,7.75,2.0,1.0
1.0,0.0,38.78041333251994,1.0,0.7804133325199409,77.81278422919459,0.21958666748005906,1.0
2.9775390215219777,0.9775390215219777,27.120214880630222,1.9775390215219777,0.0,23.311767690814563,1.9550780430439554,1.0
1.0,0.0,40.703370834057324,0.0,0.0,227.525,1.0,1.0
